step,S,IE,R
0,100,1,0
1,"99,96039603960396","1,0346039603960395","0,005"
2,"99,92100570532301","1,0690192946769925","0,009975000000000001"
3,"99,88181209488779","1,1032607999141961","0,014927105198019803"
4,"99,84279865794002","1,1373429622771853","0,019858379782803158"
5,"99,80394918435913","1,1712799673520697","0,024770848288810474"
6,"99,76524779293364","1,2050857101510264","0,02966649691534154"
7,"99,72667892036596","1,238773804823201","0,03454727481084224"
8,"99,68822731059964","1,2723575940769312","0,039415095323417984"
9,"99,64987800445861","1,3058501583228295","0,04427183721854625"
10,"99,61161632958813","1,3392643245469062","0,04911934586495144"
11,"99,57342789068784","1,3726126749225749","0,05395943438957669"
12,"99,53529856002739","1,4059075551700504","0,05879388480255991"
13,"99,49721446823557","1,439161082671339","0,0636244490930945"
14,"99,45916199535425","1,47238515434872","0,06845285029702959"
15,"99,42112776214864","1,5055914543143238","0,0732807835370392"
16,"99,3830986216657","1,538791461298141","0,07810991703616613"
17,"99,34506165103296","1,5719964558615227","0,08294189310552186"
18,"99,30700414349012","1,605217527402986","0,08777832910690216"
19,"99,26891360064607","1,6384655809628854","0,09262081839105482"
20,"99,23077772495442","1,671751343833276","0,09747093121231534"
21,"99,19258441240063","1,7050853719790737","0,10233021562030511"
22,"99,15432174539426","1,7384780562763904","0,1072001983293667"
23,"99,1159779858599","1,7719396285737177","0,11208238556639132"
24,"99,0775415685209","1,805480167581437","0,11697826389767438"
25,"99,03900109436967","1,8391096045949205","0,12188930103541688"
26,"99,0003453243192","1,8728377290563305","0,12681694662447232"
27,"98,96156317303007","1,9066741939600116","0,13176263300992166"
28,"98,92264370290773","1,9406285211062255","0,1367277759860421"
29,"98,88357611826498","1,9747101062077954","0,14171377552721873"
30,"98,84434975964459","2,0089282238540727","0,146722016501333"
31,"98,80495409829737","2,0432920323364785","0,15175386936614596"
32,"98,76537873081108","2,0778105783397347","0,15681069084917942"
33,"98,72561337388566","2,1124928015027384","0,16189382461158422"
34,"98,68564785925061","2,147347538852915","0,16700460189646993"
35,"98,6454721287201","2,1823835291177343","0,1721443421621575"
36,"98,60507622938223","2,2176094169169556","0,17731435370080237"
37,"98,56445030891814","2,2530337568390344","0,18251593424282347"
38,"98,52358461104741","2,288665017405019","0,1877503715475601"
39,"98,4824694710963","2,3245115849231284","0,19301894398056765"
40,"98,44109531168493","2,360581767237103","0,19832292107795033"
41,"98,39945263853055","2,396883797371315","0,20366356409811842"
42,"98,35753203636312","2,4334258370755113","0,20904212656134585"
43,"98,31532416495052","2,470215980271961","0,21445985477749344"
44,"98,27281975523003","2,507262256407693","0,21991798836225257"
45,"98,23000960554333","2,544572633714398","0,22541776074225392"
46,"98,18688457797211","2,582155022378494","0,23096039964937562"
47,"98,14343559477165","2,620017277623753","0,23654712760457622"
48,"98,0996536348996","2,6581672027088104","0,24217916239156773"
49,"98,05552973063756","2,696612551841781","0,24785771752063557"
50,"98,01105496430291","2,7353610330141525","0,2535840026829028"
51,"97,96622046504864","2,7744203107560113","0,25935922419532814"
52,"97,92101740574863","2,813798008814624","0,2651845854367178"
53,"97,87543699996667","2,853501712758275","0,27106128727502443"
54,"97,82947049900653","2,893538972507241","0,2769905284861972"
55,"97,78310918904145","2,9339173047936695","0,2829735061648403"
56,"97,73634438832093","2,9746441955520977","0,2890114161269291"
57,"97,68916744445288","3,0157271022422547","0,29510545330482624"
58,"97,64156973175938","3,0571734561057458","0,3012568121348325"
59,"97,5935426487043","3,098990664358145","0,30746668693750084"
60,"97,54507761539104","3,14118611231798","0,3137362722909344"
61,"97,49616607112867","3,183767165474002","0,3200667633972844"
62,"97,44679947206518","3,2267411714921246","0,326459356442655"
63,"97,39696928888603","3,2701154621633095","0,33291524895061875"
64,"97,34666700457674","3,3138973552936726","0,33943564012953764"
65,"97,29588411224807","3,3580941565379927","0,3460217312138809"
66,"97,24461211302244","3,40271316117778","0,35267472579972375"
67,"97,19284251398034","3,4477616558450013","0,35939583017460586"
68,"97,14056682616551","3,493246920192515","0,3661862536419236"
69,"97,0877765626477","3,5391762285122272","0,3730472088400238"
70,"97,03446323664187","3,5855568513019174","0,37997991205616216"
71,"96,9806183596828","3,6323960567816647","0,38698558353548407"
72,"96,92623343985402","3,679701112360739","0,3940654477851812"
73,"96,87129998007016","3,7274792860557957","0,401220733873972"
74,"96,81580947641172","3,775737847861162","0,40845267572704896"
75,"96,75975341651133","3,8244840710719674","0,41576251241663253"
76,"96,70312327799083","3,873725233560835","0,42315148844826544"
77,"96,64591052694814","3,9234686190088013","0,43062085404297745"
78,"96,58810661649336","3,9737215180911156","0,43817186541544684"
79,"96,52970298533315","4,024491229618504","0,4458057850482796"
80,"96,47069105640293","4,075785061634483","0,45352388196252447"
81,"96,41106223554615","4,12761033246924","0,4613274319845366"
82,"96,35080791024004","4,179974371750595","0,4692177180093002"
83,"96,28991944836713","4,232884521372492","0,4771960302603158"
84,"96,22838819703232","4,286348136421471","0,48526366654615377"
85,"96,16620548142465","4,340372586061509","0,49342193251377275"
86,"96,10336260372362","4,394965254377618","0,5016721418986986"
87,"96,03985084204928","4,450133541178515","0,5100156167721536"
88,"95,975661449456","4,505884862758714","0,5184536877852256"
89,"95,9107856529695","4,5622266526202875","0,5269876944101605"
90,"95,84521465266651","4,619166362154569","0,5356189851788592"
91,"95,77893962079726","4,676711461284029","0,5443489179186585"
92,"95,71195170094997","4,734869439064517","0,5531788599854686"
93,"95,64424200725757","4,79364780424804","0,5621101884943407"
94,"95,57580162364619","4,853054085806235","0,5711442905475329"
95,"95,50662160312515","4,913095833414662","0,5802825634601396"
96,"95,43669296711862","4,973780617897988","0,5895264149833476"
97,"95,3660067048384","5,03511603163618","0,5988772635253782"
98,"95,29455377269807","5,097109688931712","0,6083365383701732"
99,"95,22232509376822","5,15976922633785","0,6179056798938781"
100,"95,14931155727278","5,223102302947986","0,627586139779174"
101,"95,0755040181264","5,2871166006460335","0,6373793812275074"
102,"95,00089329651286","5,35181982431782","0,6472868791692631"
103,"94,9254701775046","5,417219702023425","0,6573101204719248"
104,"94,8492254107233","5,483323985130379","0,6674506041462626"
105,"94,77214971004173","5,550140448407626","0,6777098415505863"
106,"94,69423375332673","5,617676890080114","0,6880893565931018"
107,"94,61546818222367","5,685941131843878","0,6985906859323999"
108,"94,53584360198236","5,754941018841462","0,7092153791761125"
109,"94,4553505813247","5,824684419597482","0,7199649990777617"
110,"94,37397965235398","5,895179225914134","0,7308411217318281"
111,"94,29172131050642","5,966433352726458","0,7418453367670635"
112,"94,2085660145448","6,038454737917073","0,7529792475380661"
113,"94,12450418659462","6,111251342090183","0,76424447131514"
114,"94,03952621222294","6,184831148304559","0,7756426394724535"
115,"93,95362244056022","6,259202161765209","0,7871753976745118"
116,"93,86678318446552","6,334372409473466","0,7988444060609545"
117,"93,7789987207351","6,410349939835141","0,8106513394296889"
118,"93,69025929035512","6,487142822226452","0,8225978874183659"
119,"93,60055509879838","6,564759146517352","0,8346857546842046"
120,"93,50987631636585","6,6432070225519215","0,8469166610821669"
121,"93,418213078573","6,722494579585453","0,8592923418414857"
122,"93,32555548658158","6,802629965677829","0,8718145477405423"
123,"93,23189360767704","6,883621347042823","0,8844850452800923"
124,"93,13721747579221","6,965476907352901","0,897305616854833"
125,"93,04151709207754","7,048204846999106","0,9102780609233047"
126,"92,94478242551823","7,131813382305611","0,9234041921761169"
127,"92,84700341359898","7,216310744698484","0,9366858417024869"
128,"92,74816996301665","7,301705179828232","0,9501248571550767"
129,"92,64827195044118","7,388004946645656","0,9637231029131125"
130,"92,54729922332562","7,475218316430562","0,9774824602437692"
131,"92,44524160076531","7,563353571772847","0,9914048274617984"
132,"92,3420888744071","7,652419005505479","1,0054921200873785"
133,"92,23783080940889","7,742422919588896","1,0197462710021636"
134,"92,13245714545015","7,833373623946307","1,0341692306035024"
135,"92,02595759779373","7,925279435249423","1,0487629669568004"
136,"91,91832185839986","8,018148675654096","1,0635294659459962"
137,"91,80953959709247","8,11198967148537","1,0784707314221167"
138,"91,69960046277866","8,206810751871412","1,093588785349878"
139,"91,5884940847218","8,302620247325853","1,1088856679522971"
140,"91,47621007386871","8,399426488277967","1,1243634378532736"
141,"91,36273802423163","8,497237803550215","1,1400241722181017"
142,"91,24806751432547","8,596062518782613","1,1558699668918713"
143,"91,13218810866081","8,69590895480343","1,1719029365357119"
144,"91,01508935929346","8,796785425945663","1,1881252147608339"
145,"90,89676080743081","8,898700238308818","1,2045389542603193"
146,"90,77719198509588","9,001661687965452","1,2211463269386098"
147,"90,65637241684931","9,105678059111993","1,2379495240386413"
148,"90,53429162157006","9,21075762216331","1,2549507562665707"
149,"90,41093911429533","9,316908631790572","1,2721522539140366"
150,"90,28630440812019","9,424139324901859","1,2895562669778988"
151,"90,16037701615747","9,532457918565079","1,3071650652773925"
152,"90,03314645355859","9,641872607872713","1,3249809385686389"
153,"89,9046022395956","9,752391563747889","1,3430061966564448"
154,"89,77473389980524","9,864022930691366","1,3612431695033274"
155,"89,64353096819526","9,976774824468976","1,379694207335694"
156,"89,51098298951375","10,090655329739082","1,3983616807471098"
157,"89,37707952158172","10,205672497619638","1,4172479807985776"
158,"89,24181013768971","10,321834343194457","1,4363555191157604"
159,"89,10516442905858","10,439148842958291","1,4556867279830665"
160,"88,96713200736505","10,55762393220036","1,4752440604345227"
161,"88,8277025073326","10,677267502325975","1,495029990341355"
162,"88,68686558938782","10,79808739811591","1,515047012496195"
163,"88,54461094238283","10,920091414923261","1,5352976426938285"
164,"88,40092828638409","11,043287295807428","1,5557844178084033"
165,"88,25580737552788","11,167682728605026","1,5765098958670056"
166,"88,10923800094295","11,293285342937441","1,5974766561195193"
167,"87,96120999374041","11,420102707154832","1,6186872991046755"
168,"87,81171322807133","11,548142325216396","1,6401444467122013"
169,"87,66073762425222","11,677411633506729","1,6618507422409718"
170,"87,50827315195869","11,80791799758816","1,6838088504530717"
171,"87,35430983348729","11,93966870888897","1,7060214576236654"
172,"87,19883774708593","12,072670981327422","1,7284912715865797"
173,"87,04184703035287","12,206931947871576","1,7512210217754947"
174,"86,88332788370438","12,342458657034918","1,7742134592606422"
175,"86,72327057391122","12,479258069307816","1,7974713567809062"
176,"86,5616654377038","12,617337053524931","1,820997508771218"
177,"86,39850288544613","12,756702383168665","1,8447947313851405"
178,"86,23377340487855","12,89736073260886","1,8688658625125303"
179,"86,06746756492883","13,039318673278927","1,8932137617921678"
180,"85,89957601959198","13,182582669788715","1,9178413106192411"
181,"85,73008951187802","13,327159075974336","1,9427514121475724"
182,"85,55899887782803","13,47305413088543","1,967946991286468"
183,"85,38629505059768","13,620273954710175","1,993430994692079"
184,"85,21196906460824","13,76882454463854","2,01920639075315"
185,"85,03601205976457","13,918711770664315","2,04527616957104"
186,"84,85841528573958","14,069941371326454","2,071643342933894"
187,"84,67917010632469","14,2225189493904","2,0983109442848384"
188,"84,49826800384581","14,376449967470032","2,1252820286840852"
189,"84,31570058364407","14,531739743591034","2,152559672764813"
190,"84,13145957862075","14,688393446696463","2,1801469746827027"
191,"83,9455368538455","14,84641609209542","2,208047054059004"
192,"83,7579244112272","15,005812536855728","2,2362630519169957"
193,"83,5686143942465","15,166587475141704","2,264798130611722"
194,"83,37759909274907","15,328745433497986","2,2936554737528705"
195,"83,18487094779854","15,492290766080721","2,3228382861206587"
196,"82,99042255658813","15,65722764983719","2,352349793574605"
197,"82,7942466774096","15,82356007963528","2,382193242955046"
198,"82,59633623467855","15,991291863344115","2,4123719019772722"
199,"82,39668432401444","16,160426616867337","2,442889059118147"
200,"82,1952842173743","16,33096775913055","2,4737480234950757"
201,"81,99212936823817","16,50291850702456","2,5049521247371938"
202,"81,7872134168452","16,676281870306084","2,536504712848637"
203,"81,58053019547845","16,851060646457714","2,5684091580637594"
204,"81,3720737337967","17,027257415509055","2,6006688506941704"
205,"81,1618382642116","17,20487453482088","2,633287200967448"
206,"80,94981822730804","17,38391413383448","2,666267638857402"
207,"80,73600827730598","17,564378108788187","2,699613613905748"
208,"80,5204032875614","17,74626811740346","2,73332859503506"
209,"80,30299835610437","17,929585573542678","2,7674160703528723"
210,"80,08378881121195","18,114331641841183","2,8018795469467874"
211,"79,86277021701348","18,300507232315972","2,836722550670471"
212,"79,63993837912582","18,488112994953703","2,8719486259203912"
213,"79,41528935031609","18,67714931428065","2,9075613354031784"
214,"79,18881943618902","18,867616303917426","2,9435642598934715"
215,"78,96052520089646","19,059513801121334","2,979960997982124"
216,"78,73040347286592","19,252841361319362","3,016755165814643"
217,"78,49845135054537","19,447598252634826","3,0539503968197304"
218,"78,26466620816119","19,643783450410936","3,091550341427807"
219,"78,02904570148608","19,84139563173445","3,1295586667793946"
220,"77,7915877736138","20,040433169962906","3,1679790564232286"
221,"77,55229066073717","20,240894129258777","3,206815210003992"
222,"77,31115289792616","20,442776259134234","3,246070842939542"
223,"77,0681733249023","20,64607698901012","3,285749686087522"
224,"76,8233510918058","20,850793422792897","3,3258554854012385"
225,"76,57668566495174","21,056922333473498","3,3663920015747"
226,"76,3281768325713","21,264460157751934","3,4073630096766996"
227,"76,07782471053424","21,473402990691845","3,4487722987738425"
228,"75,82562974804848","21,683746580409036","3,4906236715424157"
229,"75,57159273333264","21,895486322798305","3,5329209438689952"
230,"75,31571479925735","22,108617256302892","3,5756679444396964"
231,"75,05799742895098","22,323134056730986","3,618868514317977"
232,"74,79844246136528","22,539031032123766","3,6625265065108987"
233,"74,53705209679651","22,756302117679667","3,706645785523763"
234,"74,27382890235741","22,9749408707395","3,7512302269030404"
235,"74,0087758173952","23,194940465837234","3,7962837167675128"
236,"73,74189615885109","23,41629368982131","3,8418101513275547"
237,"73,4731936265561","23,638992937051373","3,887813436392488"
238,"73,20267230845847","23,86303020467554","3,934297486865938"
239,"72,93033668577762","24,088397087993194","3,981266226229139"
240,"72,65619163807929","24,31508477590853","4,028723586012126"
241,"72,38024244826714","24,543084046480047","4,076673505252768"
242,"72,10249480748506","24,772385262571305","4,125119929943596"
243,"71,8229548199253","25,002978367608275","4,174066812466385"
244,"71,54162900753678","25,234852881448724","4,22351811101446"
245,"71,25852431462825","25,467997896369027","4,273477789002696"
246,"70,97364811236076","25,702402073174024","4,32394981446518"
247,"70,68700820312407","25,938053637435353","4,3749381594405445"
248,"70,3986128247911","26,17494037586392","4,426446799344938"
249,"70,10847065484519","26,41304963282213","4,478479712332637"
250,"69,81659081437417","26,652368306981472","4,531040878644315"
251,"69,52298287192579","26,8928828481312","4,584134279942957"
252,"69,22765684721874","27,134579254143738","4,63776389863747"
253,"68,93062321470345","27,37744306810253","4,6919337171939715"
254,"68,63189290696705","27,621459375598068","4,746647717434833"
255,"68,33147731797673","27,86661280219773","4,801909879825486"
256,"68,02938830615568","28,112887511095213","4,857724182749059"
257,"67,72563819728592","28,360267200945138","4,9140946017688885"
258,"67,42023978723239","28,60873510388858","4,971025108878975"
259,"67,11320634448244","28,85827398377505","5,028519671742458"
260,"66,80455161249513","29,108866134586627","5,086582252918183"
261,"66,49428981185477","29,360493379069716","5,145216809075461"
262,"66,18243564222291","29,613137067579927","5,20442729019711"
263,"65,8690042840835","29,86677807714556","5,264217638770886"
264,"65,55401140027548","30,12139681075502","5,324591788969435"
265,"65,23747313730759","30,37697319687348","5,385553665818864"
266,"64,91940612644984","30,633486689193994","5,4471071843560885"
267,"64,59982748459664","30,89091626662818","5,509256248775098"
268,"64,27875481489615","31,1492404335415","5,572004751562282"
269,"63,95620620714091","31,408437220238028","5,63535657262099"
270,"63,6322002379149","31,668484183699533","5,699315578385495"
271,"63,3067559704919","31,92935840858349","5,763885620924544"
272,"62,97989295448064","32,1910365084846","5,829070537034692"
273,"62,651631225212135","32,45349462746418","5,894874147323617"
274,"62,321991302864646","32,71670844185165","5,961300255283632"
275,"61,990994191322095","32,98065316232222","6,0283526463556205"
276,"61,65866137676171","33,24530353625461","6,096035086983622"
277,"61,325014825966996","33,51063385037261","6,164351323660319"
278,"60,99007698436227","33,77661793367398","6,233305081963678"
279,"60,65387077376502","34,0432291606499","6,302900065585006"
280,"60,316419589852906","34,310440454798325","6,373139955348697"
281,"59,977747299342","34,578224292433966","6,444028408223966"
282,"59,63787823687343","34,84655270679765","6,515569056328846"
283,"59,29683720160565","35,11539729246751","6,5877655059267735"
284,"58,95464945350967","35,3847292100742","6,660621336416073"
285,"58,611340709365216","35,654519191322066","6,734140099312656"
286,"58,26693713845553","35,92473754431811","6,808325317226294"
287,"57,921465357959214","36,195354159209934","6,883180482830793"
288,"57,57495242803745","36,46633851413405","6,958709057828441"
289,"57,22742584661551","36,73765968147534","7,034914471909085"
290,"56,87891354385747","37,009286334438244","7,111800121704225"
291,"56,529443876333474","37,28118675392996","7,189369369736513"
292,"56,179045620879194","37,553328835755714","7,267625543365037"
293,"55,8277479681474","37,82568009812572","7,346571933726831"
294,"55,4755805158518","38,098207689473156","7,426211794674986"
295,"55,12257326170379","38,37087839658233","7,506548341713824"
296,"54,76875659604283","38,64365865302557","7,587584750931553"
297,"54,41416129416171","38,91651454790739","7,669324157930846"
298,"54,058818508328244","39,1894118349139","7,7517696567578005"
299,"53,70275975950509","39,46231594166511","7,834924298829746"
300,"53,346016928770005","39,735191979367585","7,918791091862358"
301,"52,98862224843893","40,00800475276445","8,003372998796564"
302,"52,63060829289488","40,28071877037934","8,088672936725725"
303,"52,27200796912571","40,55329825505064","8,174693775823588"
304,"51,912854506974405","40,82570715475203","8,261438338273502"
305,"51,55318144910572","41,0979091536948","8,348909397199419"
306,"51,193022640693464","41,36986768370729","8,437109675599185"
307,"50,83241221883297","41,64154593588633","8,52604184528064"
308,"50,4713846016838","41,91290687251508","8,615708525801058"
309,"50,109974477347826","42,183913239241654","8,706112283410464"
310,"49,74821679248847","42,454527577512124","8,797255629999354"
311,"49,38614674069705","42,72471223725152","8,889141022051373"
312,"49,02379975061255","42,99442938978591","8,981770859601488"
313,"48,66121147380147","43,263641040998266","9,075147485200214"
314,"48,29841777240491","43,53230904471059","9,169273182884448"
315,"47,935454706560016","43,80039511628446","9,264150177155468"
316,"47,57235852160368","44,06786084643161","9,359780631964659"
317,"47,20916563506639","44,33466771522603","9,456166649707527"
318,"46,84591262346452","44,60077710630886","9,553310270226572"
319,"46,4826362088998","44,866150321276564","9,651213469823592"
320,"46,1193732454748","45,13074859424319","9,749878160281973"
321,"45,75616070553372","45,39453310656669","9,849306187899543"
322,"45,39303566573799","45,657465001729406","9,949499332532561"
323,"45,03003529298639","45,919505400362155","10,050459306651412"
324,"44,66719683018992","46,180615415401476","10,152187754408567"
325,"44,30455758191161","46,440756167368974","10,254686250719383"
326,"43,942154899881835","46,69988879976182","10,357956300356307"
327,"43,58002616840002","46,9579744945429","10,461999337057044"
328,"43,21820878963369","47,21497448771901","10,566816722647259"
329,"42,85674016882614","47,470850084995476","10,672409746178348"
330,"42,4956576994241","47,725562677495006","10,778779623080856"
331,"42,134998748137065","47,97907375752882","10,885927494334076"
332,"41,774800639940096","48,231344934407495","10,993854425652373"
333,"41,415100643031955","48,482337950279245","11,102561406688771"
334,"41,055935953760695","48,732014695982926","11,212049350256345"
335,"40,697343681528956","48,9803372269031","11,32231909156792"
336,"40,339360833691195","49,22726777881416","11,433371387494619"
337,"39,98202430045534","49,47276878370087","11,545206915843762"
338,"39,62537083980133","49,71680288554204","11,65782627465661"
339,"39,269437062429006","49,95933295604452","11,77122998152645"
340,"38,91425941674816","50,20032211031429","11,885418472937518"
341,"38,55987417392307","50,43973372245168","12,000392103625224"
342,"38,206317412984404","50,67753144105744","12,11615114595813"
343,"37,853625006020955","50,91367920463685","12,232695789342165"
344,"37,50183260346389","51,14814125688859","12,350026139647492"
345,"37,150975619475986","51,380882161865514","12,468142218658471"
346,"36,801089217458426","51,611866818994415","12,58704396354713"
347,"36,452208295687484","51,84106047794193","12,706731226370552"
348,"36,10436747309349","52,068428753313896","12,827203773592572"
349,"35,75760107519423","52,29393763917557","12,94846128563016"
350,"35,411943120194856","52,51755352338026","13,07050335642485"
351,"35,06742730526622","52,739243201694165","13,193329493039577"
352,"34,72408699301344","52,95897389170527","13,316939115281253"
353,"34,38195519814618","53,17671324650439","13,441331555349388"
354,"34,04106457436212","53,392429368126756","13,566506057511086"
355,"33,701447401454665","53,60609082074261","13,692461777802684"
356,"33,36313557265592","53,817666643585724","13,819197783758314"
357,"33,02616058222552","54,02712636360879","13,946713054165647"
358,"32,690553513295804","54,2344400078551","14,07500647884905"
359,"32,35634502598337","54,4395781155362","14,20407685848038"
360,"32,023565345776994","54,64251174980532","14,333922904417635"
361,"31,692244252211292","54,84321250921705","14,464543238571608"
362,"31,362411067835456","55,04165253886373","14,59593639330076"
363,"31,03409464748588","55,23780454117963","14,728100811334437"
364,"30,70732336787123","55,431641786404164","14,861034845724552"
365,"30,382125117478147","55,62313812269592","14,994736759825875"
366,"30,05852728680538","55,81226798588957","15,129204727304998"
367,"29,73655675893375","55,99900640888812","15,264436832178069"
368,"29,416239900439045","56,183329030683566","15,400431068877337"
369,"29,097602552654415","56,36521210499897","15,537185342346561"
370,"28,780670023288575","56,54463250854609","15,67469746816528"
371,"28,465467078405563","56,72156774889241","15,81296517270197"
372,"28,1520179347715","56,89599597193241","15,951986093296037"
373,"27,8403462525733","57,067895968958005","16,091757778468637"
374,"27,530475128513867","57,23724718332383","16,232277688162245"
375,"27,222427089287873","57,40402971670318","16,373543194008896"
376,"26,916224085441797","57,56822433493113","16,515551579627015"
377,"26,611887485621395","57,72981247343185","16,658300040946695"
378,"26,30943807120939","57,88877624222722","16,801785686563328"
379,"26,008896031355683","58,045098430524874","16,946005538119383"
380,"25,71028095840197","58,19876251088377","17,09095653071421"
381,"25,41361184370214","58,34975264295616","17,23663551334164"
382,"25,118907073839445","58,4980536768053","17,3830392493552"
383,"24,826184427240968","58,64365115579827","17,530164416960705"
384,"24,535461071189417","58,786531319074555","17,678007609735968"
385,"24,246753559231916","58,92668110359064","17,826565337177392"
386,"23,96007782898497","59,06408814574182","17,975834025273148"
387,"23,675449200334356","59,198740782562936","18,125810017102648"
388,"23,39288237402825","59,330628052509695","18,276489573461994"
389,"23,112391430661557","59,45973969582331","18,427868873515077"
390,"22,833989830048857","59,586066154481095","18,57994401546999"
391,"22,557690410983092","59,70959857173648","18,73271101728037"
392,"22,283505391376682","59,830328791251944","18,886165817371317"
393,"22,011446368781325","59,948249355829134","19,040304275389488"
394,"21,741524321282405","60,063353505740594","19,195122172976948"
395,"21,473749608763555","60,175635176667996","19,35061521456839"
396,"21,20813197453652","60,285088997252174","19,506779028211245"
397,"20,944680547331153","60,3917102862605","19,663609166408293"
398,"20,683403843640008","60,495495049377695","19,821101106982244"
399,"20,424309770411696","60,596439975626346","19,9792502539619"
400,"20,16740562808683","60,69454243342378","20,138051938489333"
401,"19,912698113970063","60,789800466282244","20,297501419747633"
402,"19,660193325931495","60,88221278815972","20,45759388590873"
403,"19,409896766430375","60,971778778468845","20,618324455100723"
404,"19,161813346853794","61,0584984767519","20,779688176394245"
405,"18,915947392162828","61,14237257702982","20,941680030807287"
406,"18,67230264583831","61,223402421833654","21,104294932327974"
407,"18,430882275118247","61,30158999592699","21,2675277289547"
408,"18,191688876518604","61,37693791972822","21,431373203753118"
409,"17,9547244816291","61,44944944244149","21,595826075929356"
410,"17,71999056317535","61,51912843490566","21,760881001918936"
411,"17,48748804133864","61,58597938217051","21,926532576490793"
412,"17,257217290324387","61,650007375809736","22,09277533386582"
413,"17,029178145170263","61,71121810598036","22,25960374884933"
414,"16,803369908784774","61,7696178532383","22,427012237976875"
415,"16,579791359207064","61,825213480120084","22,59499516067281"
416,"16,35844075707855","61,87801242250044","22,763546820420967"
417,"16,139315853316933","61,92802268073612","22,932661465946907"
418,"15,92241389698311","61,97525281060577","23,102333292411082"
419,"15,707731643331417","62,01971191405621","23,27255644261233"
420,"15,495265362033603","62,061409629765265","23,443325008201093"
421,"15,285010845566942","62,100356123531284","23,614633030901725"
422,"15,076963417756865","62,13656207849975","23,786474503743335"
423,"14,871117942464481","62,170038685236975","23,9588433722985"
424,"14,66746883240943","62,200797631661274","24,13173353592926"
425,"14,46601005811847","62,228851092841666","24,30513884903982"
426,"14,266735156990322","62,254211720674334","24,47905312233531"
427,"14,069637242467271","62,276892633446685","24,653470124086006"
428,"13,874709013304175","62,29690740529931","24,828383581396476"
429,"13,681942762925525","62,31427005559548","25,003787181478963"
430,"13,491330388861376","62,32899503820812","25,179674572930477"
431,"13,302863402252997","62,34109723073398","25,356039367012997"
432,"13,11653293741924","62,350591923644544","25,532875138936188"
433,"12,932329761474731","62,35749480938317","25,71017542914207"
434,"12,750244283991135","62,3618219714178","25,887933744591045"
435,"12,570266566692856","62,363589873258356","26,066143560048754"
436,"12,392386333178697","62,3628153474481","26,24479831937317"
437,"12,216592978661174","62,35951558453741","26,423891436801384"
438,"12,042875579715297","62,35370812204913","26,603416298235544"
439,"11,87122290402886","62,345410833443694","26,78336626252742"
440,"11,701623420146392","62,33464191709256","26,96373466276102"
441,"11,534065307199162","62,32141988526803","27,144514807532786"
442,"11,368536464613777","62,30576355315736","27,325699982228834"
443,"11,205024521792128","62,28769202790915","27,5072834502987"
444,"11,043516847755619","62,267224697719186","27,68925845452518"
445,"10,884000560746848","62,24438122096348","27,871618218289658"
